Gene	Mean.UTR5.Length_Mouse	Median.UTR5.Length_Mouse	Human	Mean.UTR5.Length_Human	Median.UTR5.Length_Human
ENSMUSG00000094796	192.2	229	NA	NA	NA
ENSMUSG00000094802	75	75	NA	NA	NA
ENSMUSG00000094805	75.5	75.5	NA	NA	NA
ENSMUSG00000094806	61	61	ENSG00000100197	46.5	46.5
ENSMUSG00000094808	35	35	NA	NA	NA
ENSMUSG00000094810	196.8	201	NA	NA	NA
ENSMUSG00000094811	34	34	NA	NA	NA
ENSMUSG00000094813	172.66666666666666	187	NA	NA	NA
ENSMUSG00000094818	43	43	NA	NA	NA
ENSMUSG00000094819	111.5	111.5	NA	NA	NA
ENSMUSG00000094821	30.666666666666668	34	NA	NA	NA
ENSMUSG00000094822	82	82	NA	NA	NA
ENSMUSG00000094825	31	31	NA	NA	NA
ENSMUSG00000094838	202	202	NA	NA	NA
ENSMUSG00000094845	35	35	ENSG00000182896	52.666666666666664	49
ENSMUSG00000094846	85	77	NA	NA	NA
ENSMUSG00000094858	79	79	NA	NA	NA
ENSMUSG00000094860	85	85	NA	NA	NA
ENSMUSG00000094870	147.28571428571428	70	ENSG00000172262	160.66666666666666	119.5
ENSMUSG00000094876	85	85	NA	NA	NA
ENSMUSG00000094878	96.4	112	NA	NA	NA
ENSMUSG00000094884	69	69	NA	NA	NA
ENSMUSG00000094885	76	76	NA	NA	NA
ENSMUSG00000094891	164.6	55	NA	NA	NA
ENSMUSG00000094892	4	4	NA	NA	NA
ENSMUSG00000094898	244.33333333333334	76	NA	NA	NA
ENSMUSG00000094910	268	268	ENSG00000227051	119.2	129
ENSMUSG00000094918	44	44	NA	NA	NA
ENSMUSG00000094921	197	197	NA	NA	NA
ENSMUSG00000094925	26	26	NA	NA	NA
ENSMUSG00000094928	22	22	NA	NA	NA
ENSMUSG00000094932	77	72	NA	NA	NA
ENSMUSG00000094936	126.66666666666667	132.5	ENSG00000173933	164	74
ENSMUSG00000094941	70	70	NA	NA	NA
ENSMUSG00000094942	82	82	NA	NA	NA
ENSMUSG00000094945	145	145	NA	NA	NA
ENSMUSG00000094950	213	213	NA	NA	NA
ENSMUSG00000094970	36.6	30	NA	NA	NA
ENSMUSG00000094973	66	66	ENSG00000141543	124.25	129
ENSMUSG00000094978	16	16	NA	NA	NA
ENSMUSG00000094986	181.4	228	NA	NA	NA
ENSMUSG00000094992	31	31	NA	NA	NA
ENSMUSG00000094995	83	83	ENSG00000236027	25	25
ENSMUSG00000095002	72.5	72.5	NA	NA	NA
ENSMUSG00000095011	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095015	82	82	NA	NA	NA
ENSMUSG00000095022	62	45	NA	NA	NA
ENSMUSG00000095024	63	63	NA	NA	NA
ENSMUSG00000095026	11	11	ENSG00000284797	55	55
ENSMUSG00000095028	75	75	NA	NA	NA
ENSMUSG00000095029	226	226	NA	NA	NA
ENSMUSG00000095030	161.5	161.5	ENSG00000169208	138.33333333333334	107
ENSMUSG00000095032	172.66666666666666	187	NA	NA	NA
ENSMUSG00000095040	34	34	NA	NA	NA
ENSMUSG00000095048	117	117	NA	NA	NA
ENSMUSG00000095056	53.5	53.5	NA	NA	NA
ENSMUSG00000095061	205	205	NA	NA	NA
ENSMUSG00000095063	81.5	81.5	NA	NA	NA
ENSMUSG00000095066	43	43	NA	NA	NA
ENSMUSG00000095071	258.6666666666667	137	NA	NA	NA
ENSMUSG00000095074	102.66666666666667	132	NA	NA	NA
ENSMUSG00000095075	182	182	NA	NA	NA
ENSMUSG00000095082	76	76	NA	NA	NA
ENSMUSG00000095093	209	209	NA	NA	NA
ENSMUSG00000095095	118	118	NA	NA	NA
ENSMUSG00000095098	302	302	ENSG00000175602	111	111
ENSMUSG00000095101	655	655	NA	NA	NA
ENSMUSG00000095104	24	24	NA	NA	NA
ENSMUSG00000095105	490	490	ENSG00000186197	102.25	93.5
ENSMUSG00000095115	641	641	ENSG00000205730	498	498
ENSMUSG00000095125	151	150.5	NA	NA	NA
ENSMUSG00000095135	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095138	171	171	NA	NA	NA
ENSMUSG00000095139	235	235	ENSG00000184486	300	300
ENSMUSG00000095141	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095143	60.666666666666664	62	NA	NA	NA
ENSMUSG00000095148	172.66666666666666	187	NA	NA	NA
ENSMUSG00000095153	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095156	236.5	236.5	NA	NA	NA
ENSMUSG00000095172	202	202	NA	NA	NA
ENSMUSG00000095180	47.4	51	NA	NA	NA
ENSMUSG00000095187	287.5	287.5	NA	NA	NA
ENSMUSG00000095189	70.5	70.5	NA	NA	NA
ENSMUSG00000095190	93.66666666666667	91	NA	NA	NA
ENSMUSG00000095195	116.76923076923077	114	NA	NA	NA
ENSMUSG00000095199	38.25	41	NA	NA	NA
ENSMUSG00000095201	1478	1478	NA	NA	NA
ENSMUSG00000095212	89.5	89.5	NA	NA	NA
ENSMUSG00000095218	158	185.5	NA	NA	NA
ENSMUSG00000095226	60	60	NA	NA	NA
ENSMUSG00000095232	16	16	NA	NA	NA
ENSMUSG00000095234	55	55	NA	NA	NA
ENSMUSG00000095236	534.6666666666666	185	NA	NA	NA
ENSMUSG00000095239	28.5	28.5	NA	NA	NA
ENSMUSG00000095241	284.1666666666667	197.5	ENSG00000186081	98	98
ENSMUSG00000095242	201.5	201.5	NA	NA	NA
ENSMUSG00000095248	140.14285714285714	134	NA	NA	NA
ENSMUSG00000095253	143.66666666666666	137	NA	NA	NA
ENSMUSG00000095257	16	16	NA	NA	NA
ENSMUSG00000095263	29	29	NA	NA	NA
ENSMUSG00000095267	172.66666666666666	187	NA	NA	NA
ENSMUSG00000095276	81.66666666666667	81	ENSG00000261949	105.25	69.5
ENSMUSG00000095286	208.2	125	NA	NA	NA
ENSMUSG00000095293	66	66	NA	NA	NA
ENSMUSG00000095294	178	178	NA	NA	NA
ENSMUSG00000095295	79	84.5	NA	NA	NA
ENSMUSG00000095296	28	28	NA	NA	NA
ENSMUSG00000095300	44	44	NA	NA	NA
ENSMUSG00000095301	211.5	211.5	NA	NA	NA
ENSMUSG00000095302	196	196	NA	NA	NA
ENSMUSG00000095304	149	146	ENSG00000189129	104.25	106
ENSMUSG00000095315	125	125	NA	NA	NA
ENSMUSG00000095318	167.45454545454547	163	NA	NA	NA
ENSMUSG00000095322	120.5	120.5	NA	NA	NA
ENSMUSG00000095324	200	200	NA	NA	NA
ENSMUSG00000095325	144.5	144.5	ENSG00000269755	159	159
ENSMUSG00000095339	95.33333333333333	97	NA	NA	NA
ENSMUSG00000095341	117	117	NA	NA	NA
ENSMUSG00000095360	34	34	NA	NA	NA
ENSMUSG00000095362	88	88	NA	NA	NA
ENSMUSG00000095363	93.66666666666667	91	NA	NA	NA
ENSMUSG00000095365	27	27	NA	NA	NA
ENSMUSG00000095377	282.75	288.5	NA	NA	NA
ENSMUSG00000095384	45	45	NA	NA	NA
ENSMUSG00000095388	60.666666666666664	62	NA	NA	NA
ENSMUSG00000095390	98.5	98.5	ENSG00000181214	NA	NA
ENSMUSG00000095401	299	299	ENSG00000188324	138	138
ENSMUSG00000095407	249	249	ENSG00000206432	284.75	276
ENSMUSG00000095409	13	13	NA	NA	NA
ENSMUSG00000095413	57	57	NA	NA	NA
ENSMUSG00000095430	115	118	NA	NA	NA
ENSMUSG00000095432	794	794	NA	NA	NA
ENSMUSG00000095440	128	128	ENSG00000261308	95	95
ENSMUSG00000095448	167.66666666666666	214	NA	NA	NA
ENSMUSG00000095452	172.66666666666666	187	NA	NA	NA
ENSMUSG00000095463	102.33333333333333	101	ENSG00000197217	109	97
ENSMUSG00000095474	69	69	NA	NA	NA
ENSMUSG00000095483	81.5	81.5	NA	NA	NA
ENSMUSG00000095484	86.4	92	NA	NA	NA
ENSMUSG00000095486	90	90	NA	NA	NA
ENSMUSG00000095493	128	128	NA	NA	NA
ENSMUSG00000095503	50.5	50.5	NA	NA	NA
ENSMUSG00000095508	202.5	202.5	NA	NA	NA
ENSMUSG00000095510	87.5	87.5	NA	NA	NA
ENSMUSG00000095514	102.5	102.5	NA	NA	NA
ENSMUSG00000095520	200.25	200	NA	NA	NA
ENSMUSG00000095527	125.5	125.5	NA	NA	NA
ENSMUSG00000095528	8	8	NA	NA	NA
ENSMUSG00000095538	38	38	NA	NA	NA
ENSMUSG00000095540	89	89	NA	NA	NA
ENSMUSG00000095545	33	33	NA	NA	NA
ENSMUSG00000095546	51.5	51.5	NA	NA	NA
ENSMUSG00000095550	73	73	NA	NA	NA
ENSMUSG00000095557	28	28	NA	NA	NA
ENSMUSG00000095567	35	35	ENSG00000188976	16	16
ENSMUSG00000095576	92	92	NA	NA	NA
ENSMUSG00000095577	22	22	NA	NA	NA
ENSMUSG00000095578	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095595	173	173	ENSG00000151327	80.16666666666667	53.5
ENSMUSG00000095601	87.5	87.5	NA	NA	NA
ENSMUSG00000095603	40	40	NA	NA	NA
ENSMUSG00000095606	40.5	30.5	NA	NA	NA
ENSMUSG00000095608	132	132	NA	NA	NA
ENSMUSG00000095609	157	186.5	NA	NA	NA
ENSMUSG00000095620	89.5	73.5	ENSG00000121552	38	38
ENSMUSG00000095621	76	76	NA	NA	NA
ENSMUSG00000095625	58	58	NA	NA	NA
ENSMUSG00000095629	695.6	298	NA	NA	NA
ENSMUSG00000095632	286.3333333333333	235	NA	NA	NA
ENSMUSG00000095634	203	203	NA	NA	NA
ENSMUSG00000095640	67.66666666666667	66	NA	NA	NA
ENSMUSG00000095648	94.8	95	NA	NA	NA
ENSMUSG00000095650	170	175	NA	NA	NA
ENSMUSG00000095653	94.5	94.5	NA	NA	NA
ENSMUSG00000095654	292	292	ENSG00000231213	80.5	80.5
ENSMUSG00000095658	201	201	NA	NA	NA
ENSMUSG00000095659	127	127	NA	NA	NA
ENSMUSG00000095662	69	69	NA	NA	NA
ENSMUSG00000095664	96	96	NA	NA	NA
ENSMUSG00000095670	73.4	52	NA	NA	NA
ENSMUSG00000095675	74	74	NA	NA	NA
ENSMUSG00000095677	100	100	NA	NA	NA
ENSMUSG00000095683	102.75	109.5	NA	NA	NA
ENSMUSG00000095686	82	82	NA	NA	NA
ENSMUSG00000095687	247	247	NA	NA	NA
ENSMUSG00000095696	185.66666666666666	190	ENSG00000205330	109.66666666666667	39
ENSMUSG00000095698	21	21	NA	NA	NA
ENSMUSG00000095706	59	49.5	NA	NA	NA
ENSMUSG00000095710	42	42	NA	NA	NA
ENSMUSG00000095716	85	85	NA	NA	NA
ENSMUSG00000095717	250	250	NA	NA	NA
ENSMUSG00000095718	41	41	NA	NA	NA
ENSMUSG00000095724	250	250	NA	NA	NA
ENSMUSG00000095741	44	44	NA	NA	NA
ENSMUSG00000095754	128	128	NA	NA	NA
ENSMUSG00000095765	175.66666666666666	101	NA	NA	NA
ENSMUSG00000095770	45	45	NA	NA	NA
ENSMUSG00000095773	116	116	NA	NA	NA
ENSMUSG00000095774	131.6	169	NA	NA	NA
ENSMUSG00000095785	203	203	NA	NA	NA
ENSMUSG00000095788	66	66	NA	NA	NA
ENSMUSG00000095789	24	24	ENSG00000185290	103	103
ENSMUSG00000095793	35.333333333333336	44	NA	NA	NA
ENSMUSG00000095797	5	5	NA	NA	NA
ENSMUSG00000095799	249.5	249.5	NA	NA	NA
ENSMUSG00000095804	98.66666666666667	20	NA	NA	NA
ENSMUSG00000095809	50	50	NA	NA	NA
ENSMUSG00000095814	85	85	NA	NA	NA
ENSMUSG00000095821	83.5	83.5	NA	NA	NA
ENSMUSG00000095822	93	93	NA	NA	NA
ENSMUSG00000095829	97	97	NA	NA	NA
ENSMUSG00000095831	52.333333333333336	26	ENSG00000213215	120.75	100
ENSMUSG00000095839	134	121	NA	NA	NA
ENSMUSG00000095845	88	88	NA	NA	NA
ENSMUSG00000095852	66.6	53	NA	NA	NA
ENSMUSG00000095858	53	53	NA	NA	NA
ENSMUSG00000095864	116	152	NA	NA	NA
ENSMUSG00000095867	192.33333333333334	176	NA	NA	NA
ENSMUSG00000095870	39	39	NA	NA	NA
ENSMUSG00000095872	76	76	NA	NA	NA
ENSMUSG00000095886	56	56	NA	NA	NA
ENSMUSG00000095887	81.5	81.5	NA	NA	NA
ENSMUSG00000095893	135.5	135.5	NA	NA	NA
ENSMUSG00000095900	172	187	NA	NA	NA
ENSMUSG00000095901	93.66666666666667	110	NA	NA	NA
ENSMUSG00000095903	151.75	177	NA	NA	NA
ENSMUSG00000095909	78	78	NA	NA	NA
ENSMUSG00000095910	87.33333333333333	34	NA	NA	NA
ENSMUSG00000095916	396	134	NA	NA	NA
ENSMUSG00000095917	111.5	111.5	NA	NA	NA
ENSMUSG00000095928	85.5	85.5	NA	NA	NA
ENSMUSG00000095929	62.5	62.5	NA	NA	NA
ENSMUSG00000095930	420	420	ENSG00000177453	562	694
ENSMUSG00000095932	1727	199	NA	NA	NA
ENSMUSG00000095934	53	53	NA	NA	NA
ENSMUSG00000095935	119	119	NA	NA	NA
ENSMUSG00000095936	75.25	89.5	NA	NA	NA
ENSMUSG00000095941	157	157	ENSG00000260734	91	91
ENSMUSG00000095948	70	62.5	NA	NA	NA
ENSMUSG00000095950	172.66666666666666	187	NA	NA	NA
ENSMUSG00000095954	102.66666666666667	132	NA	NA	NA
ENSMUSG00000095957	72	72	ENSG00000170920	NA	NA
ENSMUSG00000095961	71	71	NA	NA	NA
ENSMUSG00000095975	49	49	ENSG00000284484	10	10
ENSMUSG00000095976	102.75	109.5	NA	NA	NA
ENSMUSG00000095979	30.666666666666668	34	NA	NA	NA
ENSMUSG00000095990	93	93	NA	NA	NA
ENSMUSG00000095992	51	51	NA	NA	NA
ENSMUSG00000095996	79.5	79.5	NA	NA	NA
ENSMUSG00000096001	53	53	ENSG00000188373	51	51
ENSMUSG00000096002	132	132	NA	NA	NA
ENSMUSG00000096003	68	85	NA	NA	NA
ENSMUSG00000096009	88.5	88.5	NA	NA	NA
ENSMUSG00000096010	36	36	NA	NA	NA
ENSMUSG00000096014	1066	1066	ENSG00000182968	510	510
ENSMUSG00000096016	30.666666666666668	34	NA	NA	NA
ENSMUSG00000096023	80	80	NA	NA	NA
ENSMUSG00000096024	35	35	NA	NA	NA
ENSMUSG00000096029	65.75	46.5	ENSG00000184478	148.5	140.5
ENSMUSG00000096035	20	20	ENSG00000174792	23.333333333333332	18
ENSMUSG00000096036	220	140	NA	NA	NA
ENSMUSG00000096039	84.6	86	NA	NA	NA
ENSMUSG00000096044	77	71	NA	NA	NA
ENSMUSG00000096045	71	71	NA	NA	NA
ENSMUSG00000096049	246.5	246.5	NA	NA	NA
ENSMUSG00000096051	135.66666666666666	150.5	NA	NA	NA
ENSMUSG00000096054	204.25	209	ENSG00000131018	154.35714285714286	156
ENSMUSG00000096066	50.5	50.5	NA	NA	NA
ENSMUSG00000096069	116	106	NA	NA	NA
ENSMUSG00000096094	20.666666666666668	16	NA	NA	NA
ENSMUSG00000096099	755	161	NA	NA	NA
ENSMUSG00000096109	51.5	51.5	NA	NA	NA
ENSMUSG00000096122	200.5	200.5	NA	NA	NA
ENSMUSG00000096139	50.5	50.5	NA	NA	NA
ENSMUSG00000096141	69	69	NA	NA	NA
ENSMUSG00000096145	33.25	33.5	ENSG00000167397	151.16666666666666	139.5
ENSMUSG00000096146	340	340	ENSG00000187486	173.2	70
ENSMUSG00000096151	286.5	286.5	NA	NA	NA
ENSMUSG00000096154	12	12	ENSG00000279804	48	48
ENSMUSG00000096167	190.5	190.5	NA	NA	NA
ENSMUSG00000096169	70	65	NA	NA	NA
ENSMUSG00000096175	238.66666666666666	238	NA	NA	NA
ENSMUSG00000096178	32.75	30.5	NA	NA	NA
ENSMUSG00000096180	118	118	NA	NA	NA
ENSMUSG00000096188	171	171	ENSG00000183723	200	200
ENSMUSG00000096194	44	44	NA	NA	NA
ENSMUSG00000096209	71.5	66.5	NA	NA	NA
ENSMUSG00000096210	272	272	ENSG00000189060	316	316
ENSMUSG00000096215	49	52.5	ENSG00000267795	101.88888888888889	72
ENSMUSG00000096220	104.5	104.5	NA	NA	NA
ENSMUSG00000096223	238	191	NA	NA	NA
ENSMUSG00000096225	119.33333333333333	39	ENSG00000162624	295	232
ENSMUSG00000096228	84	103	NA	NA	NA
ENSMUSG00000096229	88	88	NA	NA	NA
ENSMUSG00000096230	50.5	50.5	NA	NA	NA
ENSMUSG00000096254	43.333333333333336	29	ENSG00000176246	NA	NA
ENSMUSG00000096255	100	100	NA	NA	NA
ENSMUSG00000096257	5	5	ENSG00000262484	28	28
ENSMUSG00000096259	63.25	60.5	NA	NA	NA
ENSMUSG00000096265	170	170	ENSG00000188877	2	2
ENSMUSG00000096268	203	203	NA	NA	NA
ENSMUSG00000096273	88.25	93	NA	NA	NA
ENSMUSG00000096276	83.33333333333333	74	NA	NA	NA
ENSMUSG00000096278	45.5	30	NA	NA	NA
ENSMUSG00000096283	93.66666666666667	91	NA	NA	NA
ENSMUSG00000096284	273.3333333333333	140	NA	NA	NA
ENSMUSG00000096289	93.4	77	NA	NA	NA
ENSMUSG00000096294	34	34	NA	NA	NA
ENSMUSG00000096295	45	45	NA	NA	NA
ENSMUSG00000096316	59.666666666666664	23	NA	NA	NA
ENSMUSG00000096320	208	232	NA	NA	NA
ENSMUSG00000096323	239.33333333333334	238	NA	NA	NA
ENSMUSG00000096333	119	119	NA	NA	NA
ENSMUSG00000096344	29	29	NA	NA	NA
ENSMUSG00000096345	63.5	63.5	NA	NA	NA
ENSMUSG00000096351	111	96.5	ENSG00000187634	199.66666666666666	70
ENSMUSG00000096356	112.5	112.5	NA	NA	NA
ENSMUSG00000096365	83	83	NA	NA	NA
ENSMUSG00000096373	76	76	NA	NA	NA
ENSMUSG00000096393	34	34	ENSG00000283473	159	159
ENSMUSG00000096405	78	78	NA	NA	NA
ENSMUSG00000096409	125.5	125.5	NA	NA	NA
ENSMUSG00000096426	85	85	NA	NA	NA
ENSMUSG00000096427	180.5	180.5	NA	NA	NA
ENSMUSG00000096433	60	78	ENSG00000196378	231.94117647058823	67
ENSMUSG00000096436	123.33333333333333	109	NA	NA	NA
ENSMUSG00000096445	21	21	NA	NA	NA
ENSMUSG00000096446	26	26	NA	NA	NA
ENSMUSG00000096457	51.5	51.5	NA	NA	NA
ENSMUSG00000096458	124	119	ENSG00000165943	182	137.5
ENSMUSG00000096465	53.333333333333336	56	NA	NA	NA
ENSMUSG00000096467	19	19	NA	NA	NA
ENSMUSG00000096468	42.5	42.5	NA	NA	NA
ENSMUSG00000096470	80	80	NA	NA	NA
ENSMUSG00000096472	281.5	281.5	ENSG00000129355	151.33333333333334	113
ENSMUSG00000096477	312.5	310	NA	NA	NA
ENSMUSG00000096485	84	84	NA	NA	NA
ENSMUSG00000096488	101.25	109.5	NA	NA	NA
ENSMUSG00000096497	75	75	NA	NA	NA
ENSMUSG00000096508	78	119	NA	NA	NA
ENSMUSG00000096516	78	78	NA	NA	NA
ENSMUSG00000096520	38	38	NA	NA	NA
ENSMUSG00000096525	20	20	NA	NA	NA
ENSMUSG00000096527	27	27	NA	NA	NA
ENSMUSG00000096530	119	119	NA	NA	NA
ENSMUSG00000096534	50	50	NA	NA	NA
ENSMUSG00000096537	171	171	ENSG00000283329	110.33333333333333	112
ENSMUSG00000096546	180	180	ENSG00000256162	8	8
ENSMUSG00000096555	102	79	NA	NA	NA
ENSMUSG00000096566	76	87	NA	NA	NA
ENSMUSG00000096569	155	155	NA	NA	NA
ENSMUSG00000096574	111.41666666666667	91.5	NA	NA	NA
ENSMUSG00000096576	78.25	50.5	NA	NA	NA
ENSMUSG00000096584	127.66666666666667	92	NA	NA	NA
ENSMUSG00000096593	227	227	NA	NA	NA
ENSMUSG00000096596	74	74	ENSG00000137077	86.4	70
ENSMUSG00000096606	455	455	ENSG00000261594	276	276
ENSMUSG00000096607	45	40	NA	NA	NA
ENSMUSG00000096619	243	243	NA	NA	NA
ENSMUSG00000096620	64.5	64.5	NA	NA	NA
ENSMUSG00000096621	13	13	ENSG00000163220	21.5	21.5
ENSMUSG00000096626	30.666666666666668	34	NA	NA	NA
ENSMUSG00000096629	31	31	NA	NA	NA
ENSMUSG00000096630	190	190	NA	NA	NA
ENSMUSG00000096644	65	65	NA	NA	NA
ENSMUSG00000096645	127	127	NA	NA	NA
ENSMUSG00000096650	27.5	27.5	NA	NA	NA
ENSMUSG00000096658	116	116	NA	NA	NA
ENSMUSG00000096664	28.5	28.5	NA	NA	NA
ENSMUSG00000096666	200	200	ENSG00000186787	150.66666666666666	138.5
ENSMUSG00000096674	111	111	NA	NA	NA
ENSMUSG00000096685	5	5	NA	NA	NA
ENSMUSG00000096686	201.5	201.5	NA	NA	NA
ENSMUSG00000096687	303.5	313.5	ENSG00000173214	223	214
ENSMUSG00000096688	111	111	NA	NA	NA
ENSMUSG00000096695	108	108	ENSG00000232535	57	57
ENSMUSG00000096696	64	64	NA	NA	NA
ENSMUSG00000096697	116.5	116.5	NA	NA	NA
ENSMUSG00000096700	117	117	NA	NA	NA
ENSMUSG00000096703	243	166	NA	NA	NA
ENSMUSG00000096706	220.66666666666666	140	NA	NA	NA
ENSMUSG00000096714	457.6666666666667	415	NA	NA	NA
ENSMUSG00000096717	33	33	NA	NA	NA
ENSMUSG00000096718	86.5	86.5	NA	NA	NA
ENSMUSG00000096719	74.66666666666667	69	NA	NA	NA
ENSMUSG00000096727	455	455	ENSG00000240065	62	38
ENSMUSG00000096732	28	28	NA	NA	NA
ENSMUSG00000096735	73.75	74.5	NA	NA	NA
ENSMUSG00000096740	198	198	ENSG00000162194	576.6	301
ENSMUSG00000096743	45	45	NA	NA	NA
ENSMUSG00000096744	27	27	NA	NA	NA
ENSMUSG00000096747	84.5	84.5	NA	NA	NA
ENSMUSG00000096750	119	119	NA	NA	NA
ENSMUSG00000096753	101	112	ENSG00000140067	141.33333333333334	106
ENSMUSG00000096757	178	178	NA	NA	NA
ENSMUSG00000096764	508	508	ENSG00000140199	185.9375	97.5
ENSMUSG00000096769	29	29	NA	NA	NA
ENSMUSG00000096770	155	155	NA	NA	NA
ENSMUSG00000096773	56.2	48	NA	NA	NA
ENSMUSG00000096775	31	31	NA	NA	NA
ENSMUSG00000096788	44	44	NA	NA	NA
ENSMUSG00000096793	82.6	86	NA	NA	NA
ENSMUSG00000096794	56	16	NA	NA	NA
ENSMUSG00000096795	73	73	NA	NA	NA
ENSMUSG00000096798	28	28	NA	NA	NA
ENSMUSG00000096803	250	250	NA	NA	NA
ENSMUSG00000096806	75.5	75.5	NA	NA	NA
ENSMUSG00000096820	172.66666666666666	187	NA	NA	NA
ENSMUSG00000096822	48	48	NA	NA	NA
ENSMUSG00000096826	34	34	ENSG00000213927	24	24
ENSMUSG00000096834	76	76	NA	NA	NA
ENSMUSG00000096840	147	73	NA	NA	NA
ENSMUSG00000096847	278	278	ENSG00000178233	293	293
ENSMUSG00000096852	45.5	45.5	NA	NA	NA
ENSMUSG00000096854	655	655	NA	NA	NA
ENSMUSG00000096856	105	105	NA	NA	NA
ENSMUSG00000096858	254	162	NA	NA	NA
ENSMUSG00000096859	293.5	235	NA	NA	NA
ENSMUSG00000096861	79	79	NA	NA	NA
ENSMUSG00000096867	75	75	NA	NA	NA
ENSMUSG00000096869	82	82	NA	NA	NA
ENSMUSG00000096872	54	54	ENSG00000124939	59	59
ENSMUSG00000096878	4	4	NA	NA	NA
ENSMUSG00000096879	114.33333333333333	122	NA	NA	NA
ENSMUSG00000096883	403	403	ENSG00000234965	407	407
ENSMUSG00000096887	335	335	NA	NA	NA
ENSMUSG00000096898	203	203	NA	NA	NA
ENSMUSG00000096901	63	63	NA	NA	NA
ENSMUSG00000096902	30.666666666666668	34	NA	NA	NA
ENSMUSG00000096910	105	105	NA	NA	NA
ENSMUSG00000096914	294.5	243	ENSG00000174473	831	587
ENSMUSG00000096916	178	107.5	NA	NA	NA
ENSMUSG00000096968	44	44	NA	NA	NA
ENSMUSG00000097050	25	25	ENSG00000283536	23	23
ENSMUSG00000097075	229.66666666666666	275	NA	NA	NA
ENSMUSG00000097084	22	22	ENSG00000176678	175	175
ENSMUSG00000097148	128.25	119	ENSG00000111640	86.1	88
ENSMUSG00000097239	89.33333333333333	49	ENSG00000266967	14	14
ENSMUSG00000097328	95	95	ENSG00000239697	134.33333333333334	96
ENSMUSG00000097333	79.5	79.5	NA	NA	NA
ENSMUSG00000097392	211	220	ENSG00000125676	47.666666666666664	34
ENSMUSG00000097425	126.33333333333333	121.5	NA	NA	NA
ENSMUSG00000097427	62	45	NA	NA	NA
ENSMUSG00000097487	378	378	ENSG00000267060	203.5	203.5
ENSMUSG00000097550	62	45	NA	NA	NA
ENSMUSG00000097565	69	69	NA	NA	NA
ENSMUSG00000097638	1807	1807	NA	NA	NA
ENSMUSG00000097789	144	137	ENSG00000259417	141.33333333333334	152
ENSMUSG00000097878	70.5	70.5	NA	NA	NA
ENSMUSG00000097919	101	101	NA	NA	NA
ENSMUSG00000097929	244.33333333333334	330	NA	NA	NA
ENSMUSG00000097972	22	22	NA	NA	NA
ENSMUSG00000097982	16	16	NA	NA	NA
ENSMUSG00000097993	172.8	75	NA	NA	NA
ENSMUSG00000098022	102.66666666666667	108	ENSG00000181007	115.5	115.5
ENSMUSG00000098094	16.5	16.5	NA	NA	NA
ENSMUSG00000098112	35.333333333333336	34	ENSG00000110934	72.5	62
ENSMUSG00000098132	232	232	ENSG00000189431	261	261
ENSMUSG00000098134	140	140	ENSG00000125352	120	120
ENSMUSG00000098140	64	64	ENSG00000164855	92	92
ENSMUSG00000098176	219.5	219.5	NA	NA	NA
ENSMUSG00000098188	91	91	ENSG00000198142	126	126
ENSMUSG00000098207	103	103	ENSG00000179674	187	187
ENSMUSG00000098274	159	159	ENSG00000114391	36.333333333333336	38
ENSMUSG00000098306	60	60	ENSG00000174567	82	82
ENSMUSG00000098332	109.5	109.5	ENSG00000225973	196.66666666666666	255
ENSMUSG00000098374	92	92	NA	NA	NA
ENSMUSG00000098387	66	66	ENSG00000232838	93	93
ENSMUSG00000098470	163	163	ENSG00000159403	72.33333333333333	76
ENSMUSG00000098488	65	65	ENSG00000168970	8.5	8.5
ENSMUSG00000098505	97	97	NA	NA	NA
ENSMUSG00000098509	67	67	ENSG00000253148	87	87
ENSMUSG00000098530	20	20	ENSG00000170270	28	28
ENSMUSG00000098557	197	197	ENSG00000178695	257	257
ENSMUSG00000098590	103	103	ENSG00000283703	12	12
ENSMUSG00000098678	47	47	ENSG00000204839	170.88888888888889	120
ENSMUSG00000098692	45.5	45.5	NA	NA	NA
ENSMUSG00000098715	74.5	75	NA	NA	NA
ENSMUSG00000098754	67	56	ENSG00000171864	36	36
ENSMUSG00000098773	198.33333333333334	197	ENSG00000244476	184.5	184.5
ENSMUSG00000098781	27	27	NA	NA	NA
ENSMUSG00000098789	30	30	ENSG00000243789	91.66666666666667	87
ENSMUSG00000098847	85	85	NA	NA	NA
ENSMUSG00000098905	52.5	52.5	ENSG00000214652	188	188
ENSMUSG00000098923	351	351	ENSG00000226479	424	424
ENSMUSG00000098947	53	53	NA	NA	NA
ENSMUSG00000098950	62.333333333333336	49	NA	NA	NA
ENSMUSG00000099009	151	151	NA	NA	NA
ENSMUSG00000099032	1066	1066	ENSG00000261787	132.33333333333334	111
ENSMUSG00000099041	59.5	59.5	ENSG00000136802	139.2	107
ENSMUSG00000099083	114.66666666666667	69.5	ENSG00000267281	25	25
ENSMUSG00000099216	19	19	NA	NA	NA
ENSMUSG00000099269	204	204	NA	NA	NA
ENSMUSG00000099398	121	121	ENSG00000166928	178.83333333333334	127.5
ENSMUSG00000099418	66	73	ENSG00000196553	132	132
